date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:44	4583/4583	---M-Z	200	added ('OK')	application/javascript	etag:%2211e7-607430e1c8a86-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/sweet-alerts.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/sweet-alerts.init.js	(from https://themesbrand.com/minible/layouts/ui-sweet-alert.html)
14:29:44	1616/1616	---M-Z	200	added ('OK')	application/javascript	etag:%22650-607430e1c6b46-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/bootstrap-toasts.init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/bootstrap-toasts.init.js	(from https://themesbrand.com/minible/layouts/ui-toasts.html)
14:29:45	1276/1276	---M-Z	200	added ('OK')	text/css	etag:%224fc-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-1to10.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-1to10.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:45	1265/1265	---M-Z	200	added ('OK')	text/css	etag:%224f1-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-horizontal.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-horizontal.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:45	1249/1249	---M-Z	200	added ('OK')	text/css	etag:%224e1-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-movie.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-movie.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:46	1665/1665	---M-Z	200	added ('OK')	text/css	etag:%22681-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-pill.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-pill.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:46	1374/1374	---M-Z	200	added ('OK')	text/css	etag:%2255e-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-reversed.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-reversed.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:46	1189/1189	---M-Z	200	added ('OK')	text/css	etag:%224a5-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-square.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/bars-square.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:46	831/831	---M-Z	200	added ('OK')	text/css	etag:%2233f-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/css-stars.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/css-stars.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:46	1449/1449	---M-Z	200	added ('OK')	text/css	etag:%225a9-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/fontawesome-stars-o.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/fontawesome-stars-o.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:47	958/958	---M-Z	200	added ('OK')	text/css	etag:%223be-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/fontawesome-stars.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/themes/fontawesome-stars.css	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:47	5719/5719	---M-Z	200	added ('OK')	application/javascript	etag:%221657-607430e1e5f47-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/jquery.barrating.min.js	D:/Tee/themesbrand.com/minible/layouts/assets/libs/jquery-bar-rating/jquery.barrating.min.js	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:47	1585/1585	---M-Z	200	added ('OK')	application/javascript	etag:%22631-607430e1c8a86-gzip%22	https://themesbrand.com/minible/layouts/assets/js/pages/rating-init.js	D:/Tee/themesbrand.com/minible/layouts/assets/js/pages/rating-init.js	(from https://themesbrand.com/minible/layouts/ui-rating.html)
14:29:48	6454/6454	---M-Z	200	added ('OK')	text/css	etag:%221936-607430e200527-gzip%22	https://themesbrand.com/minible/layouts/assets/libs/toastr/build/toastr.min.css	D:/Tee/themesbrand.com/minible/layouts/assets/libs/toastr/build/toastr.min.css	(from https://themesbrand.com/minible/layouts/ui-notifications.html)
